Session_ID,Player_ID,Player_Name,Session_Date,Days_Before_Match,Next_Match_Date,Next_Match_ID,Age,Height_cm,Weight_kg,Position,Exercise_Type,Duration_min,Heart_Rate,Respiratory_Rate,Body_Temperature,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Steps,Strength_Score,Agility_sec,Endurance_Score,Jump_Height_cm,Shooting_Accuracy_%,Dribbling_Speed_sec,Passing_Accuracy_%,Defense_Rating,Focus_Level,Weekly_Training_Hours,Load_Intensity_Score,Fatigue_Level,Injury_Risk,Injury_Risk_Level,Recovery_Time_hours,Performance_Score,Team,Team_Code,Season
FFS_20191027_1679015727_21900048,1679015727,Bryan Fournier,2019-10-27,1,2019-10-28,21900048,31,188.0,93.0,Guard,Skills Practice,76,145,15,38.0,0.7,0.89,0.42,0.6,0.53,0.39,4262,68.8,4.24,78.0,78.7,58.9,04.05,88.6,8.9,9.1,25,6.4,Low,0,Low,34.2,75.2,Foufous de Sochaux,FFS,2019-2020
FFS_20191027_1660724909_21900048,1660724909,Ibrahim Traoré,2019-10-27,1,2019-10-28,21900048,27,208.3,102.1,Forward-Center,Skills Practice,76,158,23,37.4,0.54,0.43,0.38,0.33,0.63,0.45,4300,79.1,4.81,75.4,71.5,50.0,4.92,69.8,8.4,9.8,25,6.4,Medium,0,Low,36.1,70.7,Foufous de Sochaux,FFS,2019-2020
FFS_20191027_1683761184_21900048,1683761184,Johann Müller,2019-10-27,1,2019-10-28,21900048,29,213.4,114.8,Center,Skills Practice,76,139,16,37.9,0.28,0.6,0.3,0.36,0.61,0.76,5176,87.1,5.1,80.9,75.9,76.8,5.16,75.4,6.8,7.9,31,6.4,Medium,0,Low,24.3,77.7,Foufous de Sochaux,FFS,2019-2020
FFS_20191027_1652570497_21900048,1652570497,Malik Ouattara,2019-10-27,1,2019-10-28,21900048,35,198.1,99.8,Guard-Forward,Skills Practice,76,122,18,37.0,0.5,0.22,0.71,0.75,0.75,0.49,3801,86.6,5.82,77.7,56.5,71.4,5.85,60.5,6.2,8.9,24,6.4,Low,0,Medium,31.0,72.3,Foufous de Sochaux,FFS,2019-2020
FFS_20191027_1679581927_21900048,1679581927,Mamadou Diallo,2019-10-27,1,2019-10-28,21900048,25,193.0,92.5,Guard-Forward,Skills Practice,76,138,16,38.3,0.73,0.25,0.37,0.66,0.48,0.55,5997,88.9,05.08,85.2,74.7,50.0,5.54,69.0,7.9,9.2,28,6.4,Low,1,Low,56.5,73.4,Foufous de Sochaux,FFS,2019-2020
FFS_20191027_1657985451_21900048,1657985451,Pierre Martin,2019-10-27,1,2019-10-28,21900048,36,188.0,81.6,Guard,Skills Practice,76,136,16,37.3,0.67,0.78,0.21,0.77,0.42,0.76,3867,81.4,4.38,87.0,67.3,50.0,04.02,82.4,7.2,8.7,31,6.4,Low,0,Low,54.9,72.9,Foufous de Sochaux,FFS,2019-2020
FFS_20191027_1685968729_21900048,1685968729,Thomas Leblanc,2019-10-27,1,2019-10-28,21900048,30,193.0,86.2,Guard,Skills Practice,76,125,18,38.2,0.9,0.3,0.64,0.49,0.69,0.48,5256,69.5,4.59,86.2,67.0,80.0,4.51,83.7,7.3,6.7,19,6.4,Low,0,Low,48.8,78.2,Foufous de Sochaux,FFS,2019-2020
FFS_20191027_1684823847_21900048,1684823847,Yanis Belkacem,2019-10-27,1,2019-10-28,21900048,28,193.0,81.6,Guard,Skills Practice,76,149,14,37.1,0.34,0.75,0.45,0.63,0.7,0.6,3618,77.2,05.09,92.0,61.1,50.0,4.83,82.9,6.1,9.6,30,6.4,Low,0,Low,26.1,71.0,Foufous de Sochaux,FFS,2019-2020
FFS_20191027_1683305932_21900048,1683305932,Youssef Bouchareb,2019-10-27,1,2019-10-28,21900048,38,198.1,97.5,Forward,Skills Practice,76,146,23,38.0,0.79,0.78,0.7,0.45,0.63,0.63,3052,75.4,4.69,77.8,70.2,57.8,4.48,87.5,6.2,8.6,19,6.4,Low,0,Low,49.0,70.5,Foufous de Sochaux,FFS,2019-2020
FFS_20191029_1681114057_21900068,1681114057,Abdoulaye Ba,2019-10-29,2,2019-10-31,21900068,29,205.7,106.1,Forward,Shooting Drill,75,138,18,38.2,0.22,0.85,0.89,0.62,0.62,0.7,3906,84.5,3.95,77.9,68.4,73.9,04.07,72.3,7.2,7.4,30,6.5,Medium,0,Medium,42.1,76.3,Foufous de Sochaux,FFS,2019-2020
FFS_20191029_1679015727_21900068,1679015727,Bryan Fournier,2019-10-29,2,2019-10-31,21900068,31,188.0,93.0,Guard,Shooting Drill,75,142,18,38.0,0.27,0.31,0.68,0.64,0.65,0.54,3614,81.9,3.58,90.1,80.6,55.7,3.56,87.6,6.7,9.7,24,6.5,Medium,0,Low,47.0,74.8,Foufous de Sochaux,FFS,2019-2020
FFS_20191029_1683761184_21900068,1683761184,Johann Müller,2019-10-29,2,2019-10-31,21900068,29,213.4,114.8,Center,Shooting Drill,75,164,17,37.7,0.74,0.68,0.72,0.58,0.35,0.78,2616,85.8,4.83,81.1,72.9,50.1,4.96,69.1,7.2,6.9,29,6.5,Medium,0,Medium,21.8,70.6,Foufous de Sochaux,FFS,2019-2020
FFS_20191029_1679581927_21900068,1679581927,Mamadou Diallo,2019-10-29,2,2019-10-31,21900068,25,193.0,92.5,Guard-Forward,Shooting Drill,75,166,22,37.2,0.47,0.23,0.82,0.5,0.66,0.68,3006,88.1,5.17,87.5,64.2,50.0,5.12,74.9,6.5,8.4,29,6.5,Medium,0,Low,38.6,71.9,Foufous de Sochaux,FFS,2019-2020
FFS_20191029_1657985451_21900068,1657985451,Pierre Martin,2019-10-29,2,2019-10-31,21900068,36,188.0,81.6,Guard,Shooting Drill,75,152,15,37.5,0.79,0.75,0.55,0.37,0.51,0.8,5918,78.8,4.46,91.9,62.8,50.0,4.29,79.8,7.5,6.7,22,6.5,Medium,0,Low,47.0,73.5,Foufous de Sochaux,FFS,2019-2020
FFS_20191029_1697425574_21900068,1697425574,Souleymane Diarra,2019-10-29,2,2019-10-31,21900068,38,203.2,113.4,Forward-Guard,Shooting Drill,75,157,19,36.8,0.44,0.58,0.49,0.61,0.54,0.66,3409,77.9,5.78,78.0,75.8,50.0,5.98,77.9,8.2,9.5,30,6.5,High,0,Low,59.7,71.8,Foufous de Sochaux,FFS,2019-2020
FFS_20191029_1685968729_21900068,1685968729,Thomas Leblanc,2019-10-29,2,2019-10-31,21900068,30,193.0,86.2,Guard,Shooting Drill,75,117,18,37.0,0.87,0.29,0.82,0.74,0.48,0.69,5659,69.9,3.47,94.0,79.9,65.3,3.62,76.1,8.5,8.0,30,6.5,Medium,0,Low,42.5,77.4,Foufous de Sochaux,FFS,2019-2020
FFS_20191029_1684823847_21900068,1684823847,Yanis Belkacem,2019-10-29,2,2019-10-31,21900068,28,193.0,81.6,Guard,Shooting Drill,75,148,20,38.1,0.71,0.27,0.42,0.76,0.67,0.42,3462,74.7,4.0,94.2,62.1,50.0,4.24,85.1,6.0,8.9,19,6.5,Low,0,Low,39.3,71.1,Foufous de Sochaux,FFS,2019-2020
FFS_20191029_1683305932_21900068,1683305932,Youssef Bouchareb,2019-10-29,2,2019-10-31,21900068,38,198.1,97.5,Forward,Shooting Drill,75,161,16,38.2,0.87,0.74,0.47,0.78,0.42,0.65,5102,93.0,5.48,93.3,75.9,51.6,5.0,80.4,8.4,7.1,28,6.5,Low,0,Low,40.7,79.1,Foufous de Sochaux,FFS,2019-2020
FFS_20191030_1681114057_21900076,1681114057,Abdoulaye Ba,2019-10-30,2,2019-11-01,21900076,29,205.7,106.1,Forward,Skills Practice,78,167,19,36.9,0.68,0.74,0.42,0.8,0.69,0.31,3486,84.5,5.24,77.5,75.3,50.0,05.07,82.4,8.7,8.0,28,8.3,Low,0,Low,23.4,74.7,Foufous de Sochaux,FFS,2019-2020
FFS_20191030_1699353056_21900076,1699353056,Alexandre Fontaine,2019-10-30,2,2019-11-01,21900076,27,208.3,111.1,Forward-Center,Skills Practice,78,134,16,37.6,0.83,0.56,0.25,0.5,0.74,0.35,2448,85.1,4.88,90.8,68.2,50.0,4.93,77.2,6.6,9.4,29,8.3,Low,0,Low,33.1,72.5,Foufous de Sochaux,FFS,2019-2020
FFS_20191030_1679015727_21900076,1679015727,Bryan Fournier,2019-10-30,2,2019-11-01,21900076,31,188.0,93.0,Guard,Skills Practice,78,121,16,37.9,0.52,0.43,0.77,0.77,0.71,0.64,5169,80.3,4.57,76.8,61.9,58.4,4.93,93.0,7.2,7.5,18,8.3,Medium,0,Low,25.7,74.4,Foufous de Sochaux,FFS,2019-2020
FFS_20191030_1660724909_21900068,1660724909,Ibrahim Traoré,2019-10-30,1,2019-10-31,21900068,27,208.3,102.1,Forward-Center,Free Throws,60,141,15,37.4,0.74,0.66,0.33,0.78,0.58,0.35,3898,88.5,4.53,75.8,66.0,55.5,4.47,79.4,7.4,9.2,29,6.4,Low,0,Low,36.9,73.5,Foufous de Sochaux,FFS,2019-2020
FFS_20191030_1668139015_21900068,1668139015,Jean-Baptiste Moreau,2019-10-30,1,2019-10-31,21900068,39,210.8,113.4,Center-Forward,Free Throws,60,165,21,36.6,0.31,0.83,0.39,0.34,0.59,0.64,3814,102.5,5.87,78.2,65.3,50.0,5.84,69.1,9.1,9.6,28,6.4,Low,0,Medium,31.4,77.2,Foufous de Sochaux,FFS,2019-2020
FFS_20191030_1668139015_21900076,1668139015,Jean-Baptiste Moreau,2019-10-30,2,2019-11-01,21900076,39,210.8,113.4,Center-Forward,Skills Practice,78,118,17,37.6,0.21,0.31,0.24,0.45,0.46,0.52,3673,86.2,5.12,83.6,62.2,70.8,4.93,78.1,6.1,7.4,23,8.3,High,0,Low,43.6,75.6,Foufous de Sochaux,FFS,2019-2020
FFS_20191030_1683761184_21900068,1683761184,Johann Müller,2019-10-30,1,2019-10-31,21900068,29,213.4,114.8,Center,Free Throws,60,168,19,37.0,0.25,0.33,0.73,0.41,0.66,0.7,2006,75.5,6.1,78.6,58.1,52.5,06.07,78.4,9.1,8.5,20,6.4,Low,0,Low,28.7,73.9,Foufous de Sochaux,FFS,2019-2020
FFS_20191030_1652570497_21900068,1652570497,Malik Ouattara,2019-10-30,1,2019-10-31,21900068,35,198.1,99.8,Guard-Forward,Free Throws,60,167,23,37.1,0.23,0.4,0.38,0.62,0.38,0.65,4164,80.3,5.46,90.9,73.8,71.2,5.82,75.1,7.2,7.6,28,6.4,Low,0,Medium,43.1,77.8,Foufous de Sochaux,FFS,2019-2020
FFS_20191030_1679581927_21900068,1679581927,Mamadou Diallo,2019-10-30,1,2019-10-31,21900068,25,193.0,92.5,Guard-Forward,Free Throws,60,130,14,38.0,0.65,0.72,0.67,0.45,0.35,0.52,2339,79.9,4.74,85.4,63.5,50.0,4.92,73.2,8.7,9.9,30,6.4,Low,0,Medium,53.2,73.9,Foufous de Sochaux,FFS,2019-2020
FFS_20191030_1679581927_21900076,1679581927,Mamadou Diallo,2019-10-30,2,2019-11-01,21900076,25,193.0,92.5,Guard-Forward,Skills Practice,78,174,15,37.2,0.5,0.66,0.3,0.75,0.39,0.54,2742,96.5,5.21,88.5,70.4,50.0,4.89,68.7,7.3,7.3,21,8.3,Medium,0,Medium,27.7,74.4,Foufous de Sochaux,FFS,2019-2020
FFS_20191030_1654357913_21900068,1654357913,Matteo Rossi,2019-10-30,1,2019-10-31,21900068,38,195.6,99.8,Guard,Free Throws,60,138,22,37.6,0.5,0.56,0.31,0.39,0.68,0.63,4715,70.2,4.76,90.2,67.9,50.0,4.73,96.5,7.4,9.8,21,6.4,Low,1,Medium,23.0,73.8,Foufous de Sochaux,FFS,2019-2020
FFS_20191030_1657985451_21900068,1657985451,Pierre Martin,2019-10-30,1,2019-10-31,21900068,36,188.0,81.6,Guard,Free Throws,60,143,22,37.1,0.82,0.22,0.86,0.73,0.32,0.53,2010,74.4,4.68,80.2,76.8,54.0,4.95,90.6,8.1,9.8,29,6.4,Low,0,Medium,53.3,74.2,Foufous de Sochaux,FFS,2019-2020
FFS_20191030_1657985451_21900076,1657985451,Pierre Martin,2019-10-30,2,2019-11-01,21900076,36,188.0,81.6,Guard,Skills Practice,78,127,17,37.9,0.42,0.74,0.56,0.75,0.74,0.51,4848,85.2,4.13,81.8,69.0,72.6,3.97,77.5,7.9,7.7,26,8.3,Low,0,Low,25.6,78.9,Foufous de Sochaux,FFS,2019-2020
FFS_20191030_1697425574_21900068,1697425574,Souleymane Diarra,2019-10-30,1,2019-10-31,21900068,38,203.2,113.4,Forward-Guard,Free Throws,60,139,14,36.9,0.89,0.86,0.39,0.46,0.36,0.49,4334,96.6,5.33,90.9,56.5,50.0,5.67,73.5,7.9,8.4,28,6.4,Low,0,Low,27.7,76.9,Foufous de Sochaux,FFS,2019-2020
FFS_20191030_1697425574_21900076,1697425574,Souleymane Diarra,2019-10-30,2,2019-11-01,21900076,38,203.2,113.4,Forward-Guard,Skills Practice,78,148,21,37.7,0.3,0.77,0.64,0.62,0.46,0.31,3873,78.2,5.68,80.4,69.0,59.0,5.56,76.5,7.2,8.1,28,8.3,High,0,Low,20.7,72.2,Foufous de Sochaux,FFS,2019-2020
FFS_20191030_1685968729_21900068,1685968729,Thomas Leblanc,2019-10-30,1,2019-10-31,21900068,30,193.0,86.2,Guard,Free Throws,60,131,17,37.5,0.87,0.57,0.36,0.57,0.57,0.6,2001,67.8,4.17,80.8,68.6,63.9,4.29,80.2,7.6,7.6,20,6.4,Low,0,Low,32.6,73.0,Foufous de Sochaux,FFS,2019-2020
FFS_20191030_1685968729_21900076,1685968729,Thomas Leblanc,2019-10-30,2,2019-11-01,21900076,30,193.0,86.2,Guard,Skills Practice,78,128,22,38.2,0.76,0.75,0.81,0.34,0.72,0.3,3611,85.6,3.68,92.9,78.9,52.1,3.67,89.6,6.3,8.0,29,8.3,Medium,0,Medium,48.7,74.7,Foufous de Sochaux,FFS,2019-2020
FFS_20191030_1684823847_21900068,1684823847,Yanis Belkacem,2019-10-30,1,2019-10-31,21900068,28,193.0,81.6,Guard,Free Throws,60,116,22,38.1,0.67,0.22,0.73,0.39,0.63,0.73,2336,78.4,3.75,87.1,73.0,50.0,3.92,83.8,6.8,9.5,24,6.4,Low,0,Low,43.9,71.7,Foufous de Sochaux,FFS,2019-2020
FFS_20191030_1683305932_21900076,1683305932,Youssef Bouchareb,2019-10-30,2,2019-11-01,21900076,38,198.1,97.5,Forward,Skills Practice,78,139,14,36.6,0.65,0.21,0.37,0.8,0.63,0.44,5892,71.4,05.06,82.2,69.3,50.0,4.64,88.4,7.6,8.1,29,8.3,Medium,0,Low,32.4,71.7,Foufous de Sochaux,FFS,2019-2020
FFS_20191031_1699353056_21900076,1699353056,Alexandre Fontaine,2019-10-31,1,2019-11-01,21900076,27,208.3,111.1,Forward-Center,Skills Practice,75,155,21,37.0,0.53,0.57,0.46,0.75,0.48,0.72,5524,82.2,5.16,88.9,56.1,50.0,5.18,78.8,6.3,7.6,30,6.3,Low,0,Low,33.7,71.0,Foufous de Sochaux,FFS,2019-2020
FFS_20191031_1660724909_21900076,1660724909,Ibrahim Traoré,2019-10-31,1,2019-11-01,21900076,27,208.3,102.1,Forward-Center,Skills Practice,75,129,23,37.0,0.84,0.38,0.37,0.73,0.65,0.79,3312,75.6,4.92,90.2,73.7,50.0,4.94,75.1,7.6,9.5,29,6.3,Medium,1,Low,21.3,72.1,Foufous de Sochaux,FFS,2019-2020
FFS_20191031_1683761184_21900076,1683761184,Johann Müller,2019-10-31,1,2019-11-01,21900076,29,213.4,114.8,Center,Skills Practice,75,137,20,37.1,0.67,0.24,0.33,0.55,0.6,0.52,4453,80.5,5.24,87.3,65.3,67.5,5.31,61.6,9.1,9.4,20,6.3,Low,0,Medium,23.5,77.9,Foufous de Sochaux,FFS,2019-2020
FFS_20191031_1652570497_21900076,1652570497,Malik Ouattara,2019-10-31,1,2019-11-01,21900076,35,198.1,99.8,Guard-Forward,Skills Practice,75,124,19,38.3,0.21,0.37,0.54,0.37,0.6,0.68,2879,96.2,5.81,79.3,70.8,63.2,5.35,80.3,7.8,8.6,18,6.3,Low,0,Low,32.2,78.6,Foufous de Sochaux,FFS,2019-2020
FFS_20191031_1654357913_21900076,1654357913,Matteo Rossi,2019-10-31,1,2019-11-01,21900076,38,195.6,99.8,Guard,Skills Practice,75,151,19,38.2,0.2,0.3,0.84,0.77,0.8,0.49,3141,68.4,4.54,78.3,75.6,58.0,4.67,84.8,7.9,9.4,27,6.3,Low,0,Low,51.9,72.3,Foufous de Sochaux,FFS,2019-2020
FFS_20191031_1657985451_21900076,1657985451,Pierre Martin,2019-10-31,1,2019-11-01,21900076,36,188.0,81.6,Guard,Skills Practice,75,141,22,38.0,0.85,0.56,0.61,0.48,0.33,0.56,3104,86.1,3.91,90.4,79.7,67.8,4.12,88.3,9.5,9.5,20,6.3,Low,0,Low,55.0,84.4,Foufous de Sochaux,FFS,2019-2020
FFS_20191031_1697425574_21900076,1697425574,Souleymane Diarra,2019-10-31,1,2019-11-01,21900076,38,203.2,113.4,Forward-Guard,Skills Practice,75,164,15,37.5,0.39,0.52,0.81,0.78,0.69,0.7,5055,85.5,5.5,78.0,58.7,56.9,05.09,69.2,8.3,8.6,19,6.3,Medium,1,Low,39.8,73.9,Foufous de Sochaux,FFS,2019-2020
FFS_20191031_1685968729_21900076,1685968729,Thomas Leblanc,2019-10-31,1,2019-11-01,21900076,30,193.0,86.2,Guard,Skills Practice,75,151,20,37.2,0.2,0.72,0.47,0.4,0.35,0.76,3209,81.4,4.39,90.1,62.2,50.3,4.65,92.4,8.5,8.3,22,6.3,Low,0,Low,58.6,77.8,Foufous de Sochaux,FFS,2019-2020
FFS_20191031_1683305932_21900076,1683305932,Youssef Bouchareb,2019-10-31,1,2019-11-01,21900076,38,198.1,97.5,Forward,Skills Practice,75,149,22,38.2,0.5,0.76,0.34,0.5,0.49,0.45,3655,70.5,5.27,90.7,70.4,50.0,5.64,74.1,8.5,7.1,21,6.3,Low,1,Low,34.6,72.9,Foufous de Sochaux,FFS,2019-2020
FFS_20191101_1681114057_21900088,1681114057,Abdoulaye Ba,2019-11-01,2,2019-11-03,21900088,29,205.7,106.1,Forward,Skills Practice,77,152,18,38.2,0.73,0.25,0.33,0.54,0.63,0.43,4758,87.4,4.35,85.2,60.0,50.0,4.58,68.1,9.2,9.3,19,8.2,Low,0,Low,27.7,75.7,Foufous de Sochaux,FFS,2019-2020
FFS_20191101_1679015727_21900088,1679015727,Bryan Fournier,2019-11-01,2,2019-11-03,21900088,31,188.0,93.0,Guard,Skills Practice,77,152,14,37.1,0.55,0.63,0.49,0.34,0.6,0.49,4518,64.8,3.53,91.1,66.3,50.2,3.46,97.1,8.9,7.1,23,8.2,Medium,0,Low,52.3,76.0,Foufous de Sochaux,FFS,2019-2020
FFS_20191101_1668139015_21900088,1668139015,Jean-Baptiste Moreau,2019-11-01,2,2019-11-03,21900088,39,210.8,113.4,Center-Forward,Skills Practice,77,157,15,36.8,0.51,0.58,0.55,0.51,0.47,0.59,4545,80.1,5.28,82.6,56.7,50.0,5.15,72.4,9.5,9.7,28,8.2,Low,0,Low,59.8,74.9,Foufous de Sochaux,FFS,2019-2020
FFS_20191101_1683761184_21900088,1683761184,Johann Müller,2019-11-01,2,2019-11-03,21900088,29,213.4,114.8,Center,Skills Practice,77,115,19,37.8,0.79,0.7,0.37,0.71,0.5,0.65,3005,92.1,06.04,80.4,79.8,50.0,5.75,64.0,9.0,9.5,22,8.2,High,0,Low,49.0,74.7,Foufous de Sochaux,FFS,2019-2020
FFS_20191101_1652570497_21900088,1652570497,Malik Ouattara,2019-11-01,2,2019-11-03,21900088,35,198.1,99.8,Guard-Forward,Skills Practice,77,120,14,36.8,0.58,0.84,0.24,0.64,0.34,0.31,3228,87.1,5.45,89.8,57.6,50.0,5.4,79.1,6.5,9.9,25,8.2,Medium,0,Low,49.0,72.7,Foufous de Sochaux,FFS,2019-2020
FFS_20191101_1679581927_21900088,1679581927,Mamadou Diallo,2019-11-01,2,2019-11-03,21900088,25,193.0,92.5,Guard-Forward,Skills Practice,77,125,15,37.5,0.7,0.42,0.54,0.79,0.6,0.46,5402,81.1,05.08,87.7,72.1,55.3,5.2,69.3,8.4,9.0,23,8.2,Medium,0,Low,57.9,74.8,Foufous de Sochaux,FFS,2019-2020
FFS_20191101_1654357913_21900088,1654357913,Matteo Rossi,2019-11-01,2,2019-11-03,21900088,38,195.6,99.8,Guard,Skills Practice,77,137,19,36.7,0.7,0.79,0.54,0.42,0.62,0.34,4458,87.9,4.35,85.1,76.0,50.0,4.55,77.5,8.9,9.6,25,8.2,Medium,0,Medium,45.2,76.5,Foufous de Sochaux,FFS,2019-2020
FFS_20191101_1657985451_21900088,1657985451,Pierre Martin,2019-11-01,2,2019-11-03,21900088,36,188.0,81.6,Guard,Skills Practice,77,140,22,36.6,0.85,0.85,0.39,0.4,0.44,0.39,2789,75.9,3.7,77.7,60.8,50.0,3.69,85.9,6.7,9.1,28,8.2,Medium,1,Medium,41.0,69.6,Foufous de Sochaux,FFS,2019-2020
FFS_20191101_1684823847_21900088,1684823847,Yanis Belkacem,2019-11-01,2,2019-11-03,21900088,28,193.0,81.6,Guard,Skills Practice,77,148,17,36.8,0.44,0.49,0.3,0.35,0.63,0.54,2729,70.4,3.8,77.9,63.8,56.5,3.58,93.6,6.8,9.9,25,8.2,Medium,0,Low,32.3,71.5,Foufous de Sochaux,FFS,2019-2020
FFS_20191101_1683305932_21900088,1683305932,Youssef Bouchareb,2019-11-01,2,2019-11-03,21900088,38,198.1,97.5,Forward,Skills Practice,77,173,21,37.6,0.62,0.41,0.52,0.53,0.35,0.75,2937,78.5,3.92,82.9,69.7,100.0,3.99,82.0,8.0,9.7,31,8.2,Low,0,Low,33.0,85.6,Foufous de Sochaux,FFS,2019-2020
FFS_20191102_1681114057_21900088,1681114057,Abdoulaye Ba,2019-11-02,1,2019-11-03,21900088,29,205.7,106.1,Forward,Shooting Drill,68,120,16,36.5,0.22,0.57,0.82,0.75,0.6,0.48,2061,78.8,4.35,82.3,68.3,50.0,4.28,76.2,8.3,8.4,31,6.5,Low,0,Low,49.1,72.8,Foufous de Sochaux,FFS,2019-2020
FFS_20191102_1660724909_21900088,1660724909,Ibrahim Traoré,2019-11-02,1,2019-11-03,21900088,27,208.3,102.1,Forward-Center,Shooting Drill,68,130,15,38.0,0.78,0.81,0.62,0.53,0.34,0.43,4793,84.6,4.99,89.8,78.3,58.3,4.99,67.8,8.0,8.0,22,6.5,Low,0,Low,44.7,75.7,Foufous de Sochaux,FFS,2019-2020
FFS_20191102_1668139015_21900088,1668139015,Jean-Baptiste Moreau,2019-11-02,1,2019-11-03,21900088,39,210.8,113.4,Center-Forward,Shooting Drill,68,126,14,36.6,0.74,0.66,0.61,0.38,0.49,0.75,4951,96.8,5.67,76.3,76.4,50.0,5.45,71.1,7.3,9.9,27,6.5,Low,0,Low,35.1,72.4,Foufous de Sochaux,FFS,2019-2020
FFS_20191102_1683761184_21900088,1683761184,Johann Müller,2019-11-02,1,2019-11-03,21900088,29,213.4,114.8,Center,Shooting Drill,68,137,22,37.2,0.77,0.28,0.81,0.62,0.53,0.55,2970,98.7,5.11,90.0,65.3,50.0,4.93,80.8,9.3,7.2,20,6.5,High,0,High,34.5,80.9,Foufous de Sochaux,FFS,2019-2020
FFS_20191102_1654357913_21900088,1654357913,Matteo Rossi,2019-11-02,1,2019-11-03,21900088,38,195.6,99.8,Guard,Shooting Drill,68,136,20,37.5,0.22,0.36,0.41,0.69,0.78,0.64,3166,72.6,4.15,88.2,68.5,50.0,4.16,89.9,8.9,9.8,26,6.5,Low,0,Low,57.8,76.0,Foufous de Sochaux,FFS,2019-2020
FFS_20191102_1657985451_21900088,1657985451,Pierre Martin,2019-11-02,1,2019-11-03,21900088,36,188.0,81.6,Guard,Shooting Drill,68,136,17,37.2,0.56,0.59,0.68,0.53,0.35,0.58,3917,72.9,3.98,78.3,72.3,50.0,4.16,95.5,7.6,7.1,19,6.5,Medium,0,Low,35.6,72.4,Foufous de Sochaux,FFS,2019-2020
FFS_20191102_1697425574_21900088,1697425574,Souleymane Diarra,2019-11-02,1,2019-11-03,21900088,38,203.2,113.4,Forward-Guard,Shooting Drill,68,134,20,37.1,0.22,0.31,0.28,0.47,0.44,0.45,2479,82.8,5.84,92.5,70.8,50.0,5.94,79.0,8.5,9.3,24,6.5,High,0,Low,30.8,76.4,Foufous de Sochaux,FFS,2019-2020
FFS_20191102_1685968729_21900088,1685968729,Thomas Leblanc,2019-11-02,1,2019-11-03,21900088,30,193.0,86.2,Guard,Shooting Drill,68,153,16,37.7,0.7,0.65,0.83,0.34,0.32,0.35,5429,68.2,4.62,85.2,69.8,68.8,4.54,99.3,8.4,8.0,31,6.5,Low,0,Medium,55.8,79.5,Foufous de Sochaux,FFS,2019-2020
FFS_20191102_1684823847_21900088,1684823847,Yanis Belkacem,2019-11-02,1,2019-11-03,21900088,28,193.0,81.6,Guard,Shooting Drill,68,132,23,37.9,0.28,0.3,0.88,0.59,0.66,0.63,3277,73.1,04.09,89.9,58.3,54.1,4.12,85.1,6.7,7.1,23,6.5,Low,1,High,53.5,72.2,Foufous de Sochaux,FFS,2019-2020
FFS_20191102_1683305932_21900088,1683305932,Youssef Bouchareb,2019-11-02,1,2019-11-03,21900088,38,198.1,97.5,Forward,Shooting Drill,68,147,21,37.4,0.76,0.28,0.4,0.53,0.52,0.43,3193,85.5,4.68,91.6,64.2,100.0,4.84,81.4,8.5,8.0,31,6.5,Medium,1,Low,31.7,89.6,Foufous de Sochaux,FFS,2019-2020
FFS_20191103_1681114057_21900099,1681114057,Abdoulaye Ba,2019-11-03,2,2019-11-05,21900099,29,205.7,106.1,Forward,Scrimmage,118,160,23,37.5,0.72,0.24,0.3,0.36,0.46,0.69,6327,83.3,5.2,82.8,70.6,59.9,5.33,73.7,6.9,8.7,27,7.6,Medium,0,Medium,41.5,73.0,Foufous de Sochaux,FFS,2019-2020
FFS_20191103_1679015727_21900099,1679015727,Bryan Fournier,2019-11-03,2,2019-11-05,21900099,31,188.0,93.0,Guard,Scrimmage,118,144,14,36.5,0.74,0.24,0.47,0.6,0.58,0.4,4437,81.5,4.58,89.1,56.4,50.0,4.33,76.9,6.6,9.9,30,7.6,Medium,0,Low,50.3,71.3,Foufous de Sochaux,FFS,2019-2020
FFS_20191103_1668139015_21900099,1668139015,Jean-Baptiste Moreau,2019-11-03,2,2019-11-05,21900099,39,210.8,113.4,Center-Forward,Scrimmage,118,134,21,36.8,0.49,0.76,0.36,0.55,0.78,0.74,8462,95.5,5.16,92.1,67.2,64.6,5.24,82.9,7.8,9.1,23,7.6,Low,0,Low,60.0,81.6,Foufous de Sochaux,FFS,2019-2020
FFS_20191103_1683761184_21900099,1683761184,Johann Müller,2019-11-03,2,2019-11-05,21900099,29,213.4,114.8,Center,Scrimmage,118,140,17,37.2,0.51,0.88,0.26,0.69,0.56,0.5,7671,76.8,5.0,85.0,61.8,65.7,4.9,71.2,6.5,7.0,30,7.6,Low,0,Medium,21.8,72.5,Foufous de Sochaux,FFS,2019-2020
FFS_20191103_1679581927_21900099,1679581927,Mamadou Diallo,2019-11-03,2,2019-11-05,21900099,25,193.0,92.5,Guard-Forward,Scrimmage,118,169,17,37.0,0.25,0.48,0.35,0.51,0.4,0.58,4405,95.2,5.69,76.9,76.2,50.0,5.98,72.8,9.0,8.7,21,7.6,Low,0,High,21.7,75.7,Foufous de Sochaux,FFS,2019-2020
